Dex Number	Name	Variant	Ev. Kind	Ev. Value	Category	Description
555	Darmanitan				Blazing Pokémon	"This Pokémon is shrouded in mystery
as old writings and mural paintings
describe it as being blue and using
psychic powers, but years of study
have not seen those traits on this
Pokémon that relies on brute force."
555	Darmanitan	Zen Mode			Blazing Pokémon	"Apparently this Darmanitan just
became a statue after receiving a
lot of damage. It remained immobile,
but as soon as it’s health recovered
it returned to it’s original state and
lost its psychic powers."
556	Maractus				Cactus Pokémon	"If you see a Maractus on the desert,
follow it, as they make their nests on
water oasis. This pacific Pokémon
makes a sound similar to a maraca
to drive away bird Pokémon that
prey on it’s seeds and fruit."
557	Dwebble		Level	Medium	Rock Inn Pokémon	"Their saliva is corrosive and it uses it
to slowly cut pieces of rock. The rock
becomes a shelter until it grows too
large for it. If the rock breaks, it stays
anxious and agitated until it finds a
replacement."
558	Crustle				Stone Home Pokémon	"They carry enormous boulders as
a protective shell. When competing
for territory, Crustle fight viciously.
The one whose boulder is broken
is the loser of the battle. They feed
on the moss that grows in their rock."
559	Scraggy		Level	Medium	Shedding Pokémon	"It sheds skin constantly, but keeps
wearing it since the old skin has a
rubber-like texture and it can pull it
all the way up to its head. It bashes
foes with headbutts and is known
for making dirty moves on fights."
560	Scrafty				Hoodlum Pokémon	"They form gangs and beat anyone
who trespasses their territory.
The one with the biggest crest is
the leader. They throw powerful
kicks and their skin is an excellent
shield. Be careful around them."
561	Sigilyph				Avianoid Pokémon	"It is known that they worked as
guards for an ancient civilization and
a few can still be seen patrolling its
borders, following the same route
for centuries. They attack people
that sneak through their barriers."
562	Yamask		Level	Slow	Spirit Pokémon	"This Pokémon arose from the spirit of
a human or a Pokémon that died in
the past and was buried with special
ceremonies. Each one carries a mask
that looks like the face it had in life.
A sad Pokémon that weeps often."
563	Cofagrigus				Coffin Pokémon	"This Pokémon has only been seen
few times in the ruins and tombs of
ancient civilizations. It curses and
transforms people and Pokémon
into mummy-like creatures. It is said
it feeds on pure gold."
564	Tirtouga		Level	Medium	Prototurtle Pokémon	"About 100 million years ago, these
Pokémon swam in oceans. It is
thought they also went on land to
attack prey. One has been cloned
from a fossil that was found a mile
deep underwater."
565	Carracosta				Prototurtle Pokémon	"They can live both in ocean and
land. It can knock out a foe with a
slap from one of its powerful front
fins and chew it up whole.
Fortunately, only one specimen on
captivity remains."
566	Archen		Level	Medium	First Bird Pokémon	"Revived from a fossil, this Pokémon
is thought to be the ancestor of all
bird Pokémon. Its flight abilities are
poor so it just hops up by jumping.
They are ill tempered and will not
eat processed Pokémon food."
567	Archeops				First Bird Pokémon	"They used to form groups that
cooperated to catch prey. From
the ground, they used a running
start to take flight. It is believed that
they got extinct due to their poor
tolerance to pain."
568	Trubbish		Level	Medium	Trash Bag Pokémon	"The combination of garbage bags
and industrial waste caused the
chemical reaction that created this
Pokémon. It belches a poison gas,
breathing it will leave you sick in bed
for a week. It loves filthy places."
569	Garbodor				Trash Heap Pokémon	"They absorb garbage to make it
part of their bodies and use it to
produce toxic substances from
their finger tips. They like to remain
undisturbed and produce a terrible
smell to repel others."
570	Zorua		Level	Medium	Tricky Fox Pokémon	"They are very hard to find as they
can transform into people and
other Pokémon. They cannot speak
when transformed and their tail
remains visible. They ruin reputations
by creating mischief in disguise."
571	Zoroark				Illusion Fox Pokémon	"They live in groups, their lair’s entrance
is protected with their illusions and
mirages. They have been known to
fool entire towns with their tricks.
Their illusions can hide their tails
now but they remain mute."
572	Minccino		Stone	Shiny Stone	Chinchilla Pokémon	"They greet one another by rubbing
their tails, which are always kept
well groomed and clean.
Housewives love to keep them as
pets because they eagerly help to
clean the house."
573	Cinccino				Scarf Pokémon	"Their fur feels amazing to the touch.
It produces an oil that repels dust
and prevents static electricity from
building up. It loves to be groomed
and pampered. The fur it sheds is
highly valued."
574	Gothita		Level	Medium	Fixation Pokémon	"They continuously observe both
Trainers and Pokémon. Apparently,
they are looking at something that
only they can see. The ribbon-like
feelers on their body increase their
psychic power."
575	Gothorita		Level	Medium	Manipulate Pokémon	"Starlight is the source of their power.
At night, they mark star positions by
using floating stones. According to
many old tales, it creates friends for
itself by controlling sleeping children
on starry nights."
576	Gothitelle				Astral Body Pokémon	"They can predict the future from the
placement and movement of the
stars. They get restless if someone
they know will be in danger. They
are emphatic creatures that can
understand human emotion."
577	Solosis		Level	Medium	Cell Pokémon	"Because their bodies are enveloped
in a special liquid, they can survive
in any environment. They drive
away attackers by unleashing their
psychic power. They communicate
with their minds."
578	Duosion		Level	Medium	Mitosis Pokémon	"It developed two brains when it
evolved, due to this it has a split
personality. At times it may suddenly
try to take two different actions at
once. When the two brains finally
synchronize it shows it’s max power."
579	Reuniclus				Multiplying Pokémon	"These intelligent Pokémon fight by
controlling their arms with psychic
energy. They have been seen
forming networks of many Reuniclus
holding hands and unleashing an
incredible psychic wave."
580	Ducklett		Level	Medium	Water Bird Pokémon	"These bird Pokémon are excellent
divers. They swim around in the
water eating their favorite food,
peat moss. They can shoot a spray
mist with their feathers to protect
from any predator that comes."
581	Swanna				White Bird Pokémon	"Swanna come out to dance at
dusk. The one dancing in the middle
is the leader of the flock. Despite
their elegant and frail appearance,
they can flap their wings strongly
and fly for thousands of miles."
582	Vanillite		Level	Medium	Fresh Snow Pokémon	"This Pokémon were born from icicles
that bathed in the energy of the
morning sun. It uses snow to cover
its head and protect it from melting.
They are playful and love to make
snow fall around them."
583	Vanillish		Level	Medium	Icy Snow Pokémon	"Snowy mountains are this Pokémon’s
habitat. It conceals itself from enemy
eyes by creating many small ice
bundles and hiding around them.
It may attach itself to the ceiling of
ice caves to hide around the ice."
584	Vanilluxe				Snowstorm Pokémon	"It grew a new head with evolution,
and they get along really well. They
need to drink a lot of water in order
to keep cool outside a gelid weather.
If both heads get angry they will
expel a terrible blizzard around."
585	Deerling		Level	Medium	Season Pokémon	"They are born at the beginning of
the spring. Their coloring changes
according to the season and can
be affected by temperature as well.
It usually stays hidden in tall grass
while its mother is away."
586	Sawsbuck				Season Pokémon	"The plants growing on its horns
change according to the season.
They live in herds that migrate in
search of grass. The leaders of the
herd possess magnificent horns.
They tend to be peaceful creatures."
587	Emolga				Sky Squirrel Pokémon	"They live on treetops and glide using
the inside of a cape-like membrane.
They discharge electricity to defend
from other Pokémon. They carry
nuts and berries back to their nest
to eat during the winter."
588	Karrablast		Level	Medium	Clamping Pokémon	"When they feel threatened, they
spit an acidic liquid to drive attackers
away. This Pokémon targets Shelmet
as they compete for food. It only
evolves when it has a Shelmet's
shell as its new home."
589	Escavalier				Cavalry Pokémon	"Wearing the shell covering it stole
from a Shelmet, it defends itself and
attacks with two stings. It can fly
to move around but its wings are
too small to carry its weight to high
altitudes."
590	Foongus		Level	Medium	Mushroom Pokémon	"The top of fungus takes a pattern
that resembles a predator to protect
itself. In recent times this pattern
has started to look like a Pokéball.
It releases toxic spores in the air
that help it move around safely."
591	Amoonguss				Mushroom Pokémon	"In ancient times the tip of their caps
had two eye-like patterns and it
made a swaying motion to lure
prey to itself, but as they became
Pokéball-looking few Pokémon fall
for it. It is still very venomous, though."
